index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
156,1.864849546,1.107292237,0.20272185,-1.211929397,-0.184417807,0.167152871,-0.760635437,0.075883862,0.24268333,0.076782619
157,1.827281826,1.028089489,0.956244993,-0.629084179,0.299381454,-0.807112908,0.221474573,-0.219467517,0.436693285,0.013579932
158,1.780673252,0.974707548,0.734600435,1.465812968,-0.469654579,1.028988257,0.409976566,-0.64467444,-0.079530268,0.156191678
159,1.830409088,0.683218952,0.836980142,0.199036741,0.909276203,0.564387064,-0.804398185,-0.468302547,-0.148463953,-0.10280751
160,-0.262981199,1.649058114,-1.043940015,0.903667402,-1.370725752,-0.169982401,0.437276954,-0.040092785,0.422569579,0.103623304
161,2.214371555,0.607572125,0.478291591,0.858846402,1.03640816,-0.088239191,-0.348222789,0.263857019,-0.247839822,0.202871198
162,2.012971731,0.690712415,0.557057085,-0.794038802,0.308698636,-0.821967975,-0.007651722,0.183791843,0.032900797,0.03688904
163,-0.888910113,0.561346967,-1.534442275,-0.832023358,-0.521007287,-1.437359573,-0.226923764,0.266095752,-0.518994573,0.558404746
164,-0.840470822,1.89835019,-2.322100227,-0.956225037,3.386322176,2.42912226,1.741766519,-0.241540499,-0.295308597,-0.226450461
165,1.332935529,0.353027084,-0.485197625,-2.923231681,-1.140656035,0.737491168,-1.435212649,-0.081165303,-0.68091982,0.070581039
166,0.689727173,0.850566346,1.452590617,-0.008504337,0.883552432,0.929820475,-1.03968295,-0.140416035,-0.309916488,0.362278841
167,0.51404841,1.580147889,-1.048954528,1.119976406,-1.030776553,-0.476673433,1.202072167,0.520300352,0.400893809,-0.347859588
168,-0.55736296,-1.675971001,-1.394261664,0.228416309,0.218439956,-0.199249183,-0.480653887,0.494039768,0.002853202,0.083571684
169,2.520080657,0.63562364,0.342984404,1.769912736,-0.452863419,0.807633843,0.661046514,0.249350686,-0.043270118,0.016577067
170,-1.341824429,-1.618329107,0.741353301,0.192857615,0.417895943,-0.362106326,0.264542035,0.006680248,0.208118125,-0.523340211
171,-4.800610677,-1.145623694,4.275429536,-0.71461697,0.735725108,0.28384434,0.313355354,-1.83263398,0.568467063,-0.349690355
172,-0.336674806,1.274931021,-0.544941559,2.15476259,-0.435507219,0.5050898,0.10419212,-0.590705215,0.016501964,-0.064779482
173,1.449788512,-2.00414381,0.796772919,-0.247391831,0.419119359,-0.18228525,0.395457841,-0.174776369,0.15666058,-0.015506654
174,-2.701236213,1.677396004,3.70903098,1.770575668,-0.472873813,1.489083774,0.746743441,2.407198978,-0.600099419,-0.52391603
175,-0.2699224,0.908988006,-0.972988823,1.740576195,1.189952774,-0.833219816,-0.553247199,0.300407205,-0.208383775,0.454206006
176,-1.320620511,1.812730553,0.583494612,0.860132077,-1.042764342,-0.256553262,1.0656683,-0.315939431,0.552222,-0.000568374
177,-1.511947649,1.184785743,0.076022881,0.919760198,1.144331669,0.150389598,-0.944393115,0.017821557,-0.20922608,0.378841838
178,-1.479184661,1.264084823,0.891429093,-0.913269921,0.105332768,-0.291621855,-0.513113494,-0.604005272,0.256147377,-0.555006101
179,-0.224910819,0.899662791,-0.339867914,1.468616433,1.245258642,-0.74124143,-0.505836389,-0.198837212,-0.042854634,-0.081518214
180,-0.53385829,0.984715009,-0.664007976,1.605345974,1.277732137,-0.802597034,-0.593502432,-0.103417721,-0.066907308,0.414072558
181,-3.195759644,0.876702512,2.557237282,-1.291562135,-0.330091525,-1.00377702,0.496874504,0.36917759,-0.446514391,-0.095410207
182,-0.680440522,1.394773384,0.618142183,-0.05847274,0.257274101,-1.068372777,0.03387519,0.389168854,0.421794597,-0.446196802
183,1.126231491,-1.508381287,0.52274332,0.901926425,-1.022669425,0.537896477,1.296859404,-0.445960043,0.339870234,0.492845983
184,1.823271252,1.097228918,0.635340713,-0.946445699,0.259365896,-0.395839769,-0.102855812,-0.104853856,0.377929557,0.032271398
185,0.05208627,-0.268654232,-0.765384992,1.455972172,-1.112625036,-0.214125596,0.982489725,-0.121681145,-0.996316178,-0.533697064
186,-2.108155948,0.041797924,-0.695423515,-0.484450135,-2.296517892,0.564068394,0.335721904,0.112059497,0.526712952,0.635400025
187,1.323308307,-1.890275758,0.382858868,-0.737778355,0.104506958,0.61857003,-0.214320624,-0.193469737,0.077690476,0.004053321
188,-1.814961835,2.407050667,0.657901791,0.954946579,-1.05376337,-0.528650226,0.909928977,-0.770877695,0.027876588,0.391967602
189,1.76510403,-0.361522982,-0.298932055,-0.036801643,-1.664943121,1.604284764,0.097952569,-0.206794142,-1.244113923,-0.035509627
190,-0.058142706,-1.818266507,-0.780527415,0.501198621,0.612831895,-0.896287922,0.15794203,0.548844188,0.130586543,-0.417579553
191,-0.308825738,-0.146362352,-0.47934486,1.504653155,1.249755777,-0.460539639,-0.39105514,0.123054839,0.957539044,0.035662705
192,-0.012775812,1.705110744,-1.230967632,0.247436044,-1.697195656,0.709870734,-0.185832179,-0.033847055,0.37804037,-0.356268147
193,1.663783812,0.830666689,0.321893193,-1.423293491,-0.072605734,0.12271956,-0.739048799,-0.157699902,0.005428242,0.027708207
194,-1.150064738,-1.1887145,-1.64553508,0.246528756,-1.78953472,1.927017114,-0.582814107,-0.447964679,0.057196127,0.065439822
195,-0.247073185,1.12036657,-1.879795511,0.173042793,0.28203448,1.423499973,-2.443605574,0.281386603,-0.414027391,0.033031419
196,1.536091889,0.194674462,0.051379633,-2.49508834,-1.178037457,-0.999396325,0.357248963,0.093142684,-0.515796507,0.086009565
197,-0.762860646,0.435953162,-0.73224219,-1.219125325,-0.746384393,-2.420019764,0.819166627,-0.055384931,-0.287320363,0.059343042
198,-0.340471402,1.425545941,-0.630584341,0.128320478,0.472682839,-1.346768378,-0.010419243,0.055034665,0.527624038,0.053910099
